Sample_ID,Year_Month_Code,Project_ID,CDFW_Vessel_Number,PacFIN_Species_Code,Sample_Number,Port,Capture_Date,Vessel,Fork_Length_mm,Sex,Maturity,Otoliths_Retained,Fin_Clip_Retained,Comments
202307-1012-73873-GSPT-16,202307,1012,73873,GSPT,16,Moss Landing,7/3/2023,Last Meal,321,F,1,Yes,No,
202307-1012-73873-GSPT-17,202307,1012,73873,GSPT,17,Moss Landing,7/3/2023,Last Meal,349,M,0,Yes,No,
202307-1012-73873-GSPT-18,202307,1012,73873,GSPT,18,Moss Landing,7/3/2023,Last Meal,375,F,1,Yes,No,
202307-1012-73873-GSPT-19,202307,1012,73873,GSPT,19,Moss Landing,7/3/2023,Last Meal,326,M,1,Yes,No,
202307-1012-73873-GSPT-20,202307,1012,73873,GSPT,20,Moss Landing,7/3/2023,Last Meal,368,F,1,Yes,No,
202307-1012-73873-GSPT-21,202307,1012,73873,GSPT,21,Moss Landing,7/3/2023,Last Meal,331,F,1,Yes,No,
202307-1012-73873-GSPT-22,202307,1012,73873,GSPT,22,Moss Landing,7/3/2023,Last Meal,415,M,1,Yes,No,
202307-1012-38325-STAR-23,202307,1012,38325,STAR,23,Moss Landing,7/3/2023,Kahuna,272,M,0,Yes,No,
202307-1012-38325-YTRK-24,202307,1012,38325,YTRK,24,Moss Landing,7/3/2023,Kahuna,409,M,1,Yes,No,
202307-1012-38325-YTRK-25,202307,1012,38325,YTRK,25,Moss Landing,7/3/2023,Kahuna,392,M,1,Yes,No,
202306-1012-38325-YTRK-26,202306,1012,38325,YTRK,26,Moss Landing,6/24/2023,Kahuna,334,M,1,Yes,No,
202306-1012-38325-GSPT-27,202306,1012,38325,GSPT,27,Moss Landing,6/24/2023,Kahuna,308,F,1,Yes,No,
202306-1012-38325-CNRY-28,202306,1012,38325,CNRY,28,Moss Landing,6/24/2023,Kahuna,357,F,1,Yes,No,
202306-1012-38325-YTRK-29,202306,1012,38325,YTRK,29,Moss Landing,6/24/2023,Kahuna,415,M,1,Yes,No,
202306-1012-38325-STAR-30,202306,1012,38325,STAR,30,Moss Landing,6/24/2023,Kahuna,299,F,1,Yes,No,
202306-1012-38325-YTRK-31,202306,1012,38325,YTRK,31,Moss Landing,6/24/2023,Kahuna,335,F,1,Yes,No,stage = 1
202306-1012-38325-GSPT-32,202306,1012,38325,GSPT,32,Moss Landing,6/24/2023,Kahuna,326,F,1,Yes,No,
202306-1012-38325-YTRK-33,202306,1012,38325,YTRK,33,Moss Landing,6/24/2023,Kahuna,409,F,1,Yes,No,
202306-1012-38325-GSPT-34,202306,1012,38325,GSPT,34,Moss Landing,6/24/2023,Kahuna,341,M,UNK,Yes,No,see photo for maturity
202306-1012-38325-YTRK-35,202306,1012,38325,YTRK,35,Moss Landing,6/24/2023,Kahuna,391,M,1,Yes,No,
202306-1012-38325-YTRK-36,202306,1012,38325,YTRK,36,Moss Landing,6/24/2023,Kahuna,448,F,1,Yes,No,stage = 5
202306-1012-38325-GSPT-37,202306,1012,38325,GSPT,37,Moss Landing,6/24/2023,Kahuna,306,F,1,Yes,No,
202306-1012-38325-GSPT-38,202306,1012,38325,GSPT,38,Moss Landing,6/24/2023,Kahuna,359,M,1,Yes,No,
202306-1012-38325-YTRK-39,202306,1012,38325,YTRK,39,Moss Landing,6/24/2023,Kahuna,428,F,1,Yes,No,both otoliths broken in half
202306-1012-38325-STAR-40,202306,1012,38325,STAR,40,Moss Landing,6/24/2023,Kahuna,296,M,0,Yes,No,
202306-1012-38325-YTRK-41,202306,1012,38325,YTRK,41,Moss Landing,6/24/2023,Kahuna,431,F,1,Yes,No,
202306-1012-38325-GSPT-42,202306,1012,38325,GSPT,42,Moss Landing,6/24/2023,Kahuna,318,M,1,Yes,No,
202306-1012-38325-YTRK-43,202306,1012,38325,YTRK,43,Moss Landing,6/24/2023,Kahuna,318,U,UNK,Yes,No,see photo for sex and maturity
202306-1012-38325-GSPT-44,202306,1012,38325,GSPT,44,Moss Landing,6/24/2023,Kahuna,385,M,1,Yes,No,
202306-1012-38325-GSPT-45,202306,1012,38325,GSPT,45,Moss Landing,6/24/2023,Kahuna,304,M,0,Yes,No,
202306-1012-38325-YTRK-46,202306,1012,38325,YTRK,46,Moss Landing,6/24/2023,Kahuna,409,F,1,Yes,No,one otolith broke in half
202306-1012-38325-VRML-47,202306,1012,38325,VRML,47,Moss Landing,6/24/2023,Kahuna,462,F,1,Yes,No,
202306-1012-38325-YTRK-48,202306,1012,38325,YTRK,48,Moss Landing,6/24/2023,Kahuna,374,M,1,Yes,No,
202306-1012-38325-YTRK-49,202306,1012,38325,YTRK,49,Moss Landing,6/24/2023,Kahuna,441,F,1,Yes,No,
202306-1012-38325-GSPT-50,202306,1012,38325,GSPT,50,Moss Landing,6/24/2023,Kahuna,366,F,1,Yes,No,
202306-1012-38325-YTRK-51,202306,1012,38325,YTRK,51,Moss Landing,6/24/2023,Kahuna,389,F,1,Yes,No,"stage = 5, one otolith broke"
202306-1012-38325-YTRK-52,202306,1012,38325,YTRK,52,Moss Landing,6/24/2023,Kahuna,405,M,1,Yes,No,one otolith broke in half
202306-1012-38325-GSPT-53,202306,1012,38325,GSPT,53,Moss Landing,6/24/2023,Kahuna,333,M,1,Yes,No,
202306-1012-38325-FLAG-54,202306,1012,38325,FLAG,54,Moss Landing,6/24/2023,Kahuna,323,M,0,Yes,No,
202306-1012-38325-CNRY-55,202306,1012,38325,CNRY,55,Moss Landing,6/24/2023,Kahuna,435,F,1,Yes,No,
202307-1012-73873-CNRY-56,202307,1012,73873,CNRY,56,Moss Landing,7/14/2023,Last Meal,482,F,1,Yes,Yes,
202307-1012-73873-GSPT-57,202307,1012,73873,GSPT,57,Moss Landing,7/14/2023,Last Meal,378,F,1,Yes,Yes,stage = 5
202307-1012-73873-CNRY-58,202307,1012,73873,CNRY,58,Moss Landing,7/14/2023,Last Meal,387,M,1,Yes,Yes,
202307-1012-73873-CNRY-59,202307,1012,73873,CNRY,59,Moss Landing,7/14/2023,Last Meal,460,F,1,Yes,Yes,"unknown stage, see photo"
202307-1012-73873-CNRY-60,202307,1012,73873,CNRY,60,Moss Landing,7/14/2023,Last Meal,395,F,1,Yes,Yes,see photo
202307-1012-73873-VRML-61,202307,1012,73873,VRML,61,Moss Landing,7/14/2023,Last Meal,470,M,1,Yes,Yes,
202307-1012-73873-CNRY-62,202307,1012,73873,CNRY,62,Moss Landing,7/14/2023,Last Meal,389,F,1,Yes,Yes,
202307-1012-73873-CNRY-63,202307,1012,73873,CNRY,63,Moss Landing,7/14/2023,Last Meal,448,M,1,Yes,Yes,
202307-1012-73873-VRML-64,202307,1012,73873,VRML,64,Moss Landing,7/14/2023,Last Meal,503,M,1,Yes,Yes,
202307-1012-73873-CNRY-65,202307,1012,73873,CNRY,65,Moss Landing,7/14/2023,Last Meal,458,M,1,Yes,Yes,
202307-1012-73873-CNRY-66,202307,1012,73873,CNRY,66,Moss Landing,7/14/2023,Last Meal,489,F,1,Yes,Yes,see photo
202307-1012-73873-VRML-67,202307,1012,73873,VRML,67,Moss Landing,7/14/2023,Last Meal,444,M,1,Yes,Yes,
202307-1012-73873-GSPT-68,202307,1012,73873,GSPT,68,Moss Landing,7/14/2023,Last Meal,320,M,1,Yes,Yes,
202307-1012-73873-CNRY-69,202307,1012,73873,CNRY,69,Moss Landing,7/14/2023,Last Meal,439,M,1,Yes,Yes,
202307-1012-73873-COPP-70,202307,1012,73873,COPP,70,Moss Landing,7/14/2023,Last Meal,415,F,UNK,Yes,Yes,see photo
202307-1012-73873-COPP-71,202307,1012,73873,COPP,71,Moss Landing,7/14/2023,Last Meal,401,M,UNK,Yes,Yes,see photo
202307-1012-73873-CNRY-72,202307,1012,73873,CNRY,72,Moss Landing,7/14/2023,Last Meal,454,F,1,Yes,Yes,"unknown stage, see photo"
202307-1012-73873-CNRY-73,202307,1012,73873,CNRY,73,Moss Landing,7/14/2023,Last Meal,487,F,1,Yes,Yes,see photo
202307-1012-73873-CNRY-74,202307,1012,73873,CNRY,74,Moss Landing,7/14/2023,Last Meal,447,M,1,Yes,Yes,
202307-1012-73873-GSPT-75,202307,1012,73873,GSPT,75,Moss Landing,7/14/2023,Last Meal,330,U,UNK,Yes,Yes,gut punctured 
202307-1012-73873-CNRY-76,202307,1012,73873,CNRY,76,Moss Landing,7/14/2023,Last Meal,451,M,1,Yes,Yes,
202307-1012-73873-VRML-77,202307,1012,73873,VRML,77,Moss Landing,7/14/2023,Last Meal,564,F,1,Yes,Yes,see photo
202307-1012-73873-VRML-78,202307,1012,73873,VRML,78,Moss Landing,7/15/2023,Last Meal,543,M,1,Yes,Yes,
202307-1012-73873-VRML-79,202307,1012,73873,VRML,79,Moss Landing,7/15/2023,Last Meal,487,M,1,Yes,Yes,
202307-1012-73873-COPP-80,202307,1012,73873,COPP,80,Moss Landing,7/15/2023,Last Meal,494,M,UNK,Yes,Yes,see photo
202307-1012-73873-COPP-81,202307,1012,73873,COPP,81,Moss Landing,7/15/2023,Last Meal,494,F,1,Yes,Yes,stage = 5
202307-1012-73873-CNRY-82,202307,1012,73873,CNRY,82,Moss Landing,7/15/2023,Last Meal,516,F,1,Yes,Yes,see photo
202307-1012-73873-CNRY-83,202307,1012,73873,CNRY,83,Moss Landing,7/15/2023,Last Meal,478,M,1,Yes,Yes,
202307-1012-38325-GSPT-84,202307,1012,38325,GSPT,84,Moss Landing,7/19/2023,Kahuna,383,M,1,Yes,Yes,
202307-1012-38325-CNRY-85,202307,1012,38325,CNRY,85,Moss Landing,7/19/2023,Kahuna,366,M,1,Yes,Yes,
202307-1012-38325-STAR-86,202307,1012,38325,STAR,86,Moss Landing,7/19/2023,Kahuna,368,F,1,Yes,Yes,stage = 5
202307-1012-38325-CNRY-87,202307,1012,38325,CNRY,87,Moss Landing,7/19/2023,Kahuna,411,F,1,Yes,Yes,
202307-1012-38325-YTRK-88,202307,1012,38325,YTRK,88,Moss Landing,7/19/2023,Kahuna,413,M,1,Yes,Yes,
202307-1012-38325-CNRY-89,202307,1012,38325,CNRY,89,Moss Landing,7/19/2023,Kahuna,376,M,1,Yes,Yes,
202307-1012-38325-CNRY-90,202307,1012,38325,CNRY,90,Moss Landing,7/19/2023,Kahuna,350,M,UNK,Yes,Yes,see photo
202307-1012-38325-GSRK-91,202307,1012,38325,GSRK,91,Moss Landing,7/19/2023,Kahuna,285,F,1,Yes,Yes,stage = 5
202308-1012-38325-STAR-92,202308,1012,38325,STAR,92,Moss Landing,8/4/2023,Kahuna,362,F,1,Yes,Yes,stage = 5
202308-1012-38325-CNRY-93,202308,1012,38325,CNRY,93,Moss Landing,8/4/2023,Kahuna,394,F,1,Yes,Yes,
202308-1012-38325-VRML-94,202308,1012,38325,VRML,94,Moss Landing,8/4/2023,Kahuna,493,M,1,Yes,Yes,
202308-1012-38325-YTRK-95,202308,1012,38325,YTRK,95,Moss Landing,8/4/2023,Kahuna,348,F,1,Yes,Yes,
202308-1012-38325-GSPT-96,202308,1012,38325,GSPT,96,Moss Landing,8/4/2023,Kahuna,380,M,1,Yes,Yes,
202308-1012-38325-CNRY-97,202308,1012,38325,CNRY,97,Moss Landing,8/4/2023,Kahuna,353,F,1,Yes,Yes,
202308-1012-38325-VRML-98,202308,1012,38325,VRML,98,Moss Landing,8/4/2023,Kahuna,514,M,1,Yes,Yes,
202308-1012-38325-FLAG-99,202308,1012,38325,FLAG,99,Moss Landing,8/4/2023,Kahuna,340,F,1,Yes,Yes,stage = 3
202308-1012-38325-BRWN-100,202308,1012,38325,BRWN,100,Moss Landing,8/4/2023,Kahuna,344,F,1,Yes,Yes,
202308-1012-38325-STAR-101,202308,1012,38325,STAR,101,Moss Landing,8/4/2023,Kahuna,324,M,1,Yes,Yes,
202308-1012-38325-CNRY-102,202308,1012,38325,CNRY,102,Moss Landing,8/4/2023,Kahuna,376,M,1,Yes,Yes,
202308-1012-38325-GSRK-103,202308,1012,38325,GSRK,103,Moss Landing,8/4/2023,Kahuna,250,F,1,Yes,Yes,stage = 5
202308-1012-38325-YTRK-104,202308,1012,38325,YTRK,104,Moss Landing,8/4/2023,Kahuna,364,M,1,Yes,Yes,
202308-1012-38325-VRML-105,202308,1012,38325,VRML,105,Moss Landing,8/4/2023,Kahuna,504,F,1,Yes,Yes,see photo for stage
202308-1012-38325-CNRY-106,202308,1012,38325,CNRY,106,Moss Landing,8/4/2023,Kahuna,351,M,1,Yes,Yes,
202308-1012-38325-STAR-107,202308,1012,38325,STAR,107,Moss Landing,8/4/2023,Kahuna,361,M,1,Yes,Yes,
202308-1012-38325-YTRK-108,202308,1012,38325,YTRK,108,Moss Landing,8/4/2023,Kahuna,310,M,1,Yes,Yes,
202308-1012-38325-GSRK-109,202308,1012,38325,GSRK,109,Moss Landing,8/4/2023,Kahuna,270,F,1,Yes,Yes,stage = 5
202308-1012-38325-GSRK-110,202308,1012,38325,GSRK,110,Moss Landing,8/4/2023,Kahuna,254,M,1,Yes,Yes,
202308-1012-38325-STAR-111,202308,1012,38325,STAR,111,Moss Landing,8/4/2023,Kahuna,286,F,1,Yes,Yes,
202308-1012-38325-CNRY-112,202308,1012,38325,CNRY,112,Moss Landing,8/4/2023,Kahuna,404,F,1,Yes,Yes,see photo for stage
202308-1012-38325-ROSY-113,202308,1012,38325,ROSY,113,Moss Landing,8/4/2023,Kahuna,238,F,1,Yes,Yes,stage = 5
202308-1012-38325-STAR-114,202308,1012,38325,STAR,114,Moss Landing,8/4/2023,Kahuna,295,F,1,Yes,Yes,stage = 5
202307-1012-02214-OLVE-1,202307,1012,2214,OLVE,1,Avila Beach,7/27/2023,Patriot,300,F,1,Yes,Yes,
202307-1012-02214-BLUR-2,202307,1012,2214,BLUR,2,Avila Beach,7/27/2023,Patriot,353,F,1,Yes,Yes,
202307-1012-02214-STAR-3,202307,1012,2214,STAR,3,Avila Beach,7/27/2023,Patriot,271,F,1,Yes,Yes,
202307-1012-02214-BLUR-4,202307,1012,2214,BLUR,4,Avila Beach,7/27/2023,Patriot,281,F,1,Yes,Yes,
202307-1012-02214-BLUR-5,202307,1012,2214,BLUR,5,Avila Beach,7/27/2023,Patriot,275,F,1,Yes,Yes,
202307-1012-02214-BLUR-6,202307,1012,2214,BLUR,6,Avila Beach,7/27/2023,Patriot,379,F,1,Yes,Yes,
202307-1012-02214-BLUR-7,202307,1012,2214,BLUR,7,Avila Beach,7/27/2023,Patriot,235,U,0,Yes,Yes,
202307-1012-02214-OLVE-8,202307,1012,2214,OLVE,8,Avila Beach,7/27/2023,Patriot,227,F,1,Yes,Yes,
202307-1012-02214-OLVE-9,202307,1012,2214,OLVE,9,Avila Beach,7/27/2023,Patriot,273,F,1,Yes,Yes,
202307-1012-02214-STAR-10,202307,1012,2214,STAR,10,Avila Beach,7/27/2023,Patriot,292,F,1,Yes,Yes,super stage 4
202307-1012-02214-BLUR-11,202307,1012,2214,BLUR,11,Avila Beach,7/27/2023,Patriot,300,F,1,Yes,Yes,
202307-1012-02214-BLUR-12,202307,1012,2214,BLUR,12,Avila Beach,7/27/2023,Patriot,259,M,1,Yes,Yes,
202307-1012-02214-BLUR-13,202307,1012,2214,BLUR,13,Avila Beach,7/27/2023,Patriot,310,F,1,Yes,Yes,
202307-1012-02214-BLUR-14,202307,1012,2214,BLUR,14,Avila Beach,7/27/2023,Patriot,290,F,1,Yes,Yes,
202307-1012-02214-VRML-15,202307,1012,2214,VRML,15,Avila Beach,7/27/2023,Patriot,462,F,1,Yes,Yes,one otolith cracked 
202307-1012-02214-OLVE-16,202307,1012,2214,OLVE,16,Avila Beach,7/27/2023,Patriot,279,F,1,Yes,Yes,
202307-1012-02214-ROSY-17,202307,1012,2214,ROSY,17,Avila Beach,7/27/2023,Patriot,244,M,0,Yes,Yes,
202307-1012-02214-OLVE-18,202307,1012,2214,OLVE,18,Avila Beach,7/27/2023,Patriot,240,F,1,Yes,Yes,
202307-1012-02214-STAR-19,202307,1012,2214,STAR,19,Avila Beach,7/27/2023,Patriot,362,M,1,Yes,Yes,
202307-1012-02214-BLUR-20,202307,1012,2214,BLUR,20,Avila Beach,7/27/2023,Patriot,225,M,1,Yes,Yes,
202307-1012-02214-BLUR-21,202307,1012,2214,BLUR,21,Avila Beach,7/27/2023,Patriot,261,M,1,Yes,Yes,super mature male 
202307-1012-02214-BLUR-22,202307,1012,2214,BLUR,22,Avila Beach,7/27/2023,Patriot,237,M,1,Yes,Yes,super matue male 
202307-1012-02214-YTRK-23,202307,1012,2214,YTRK,23,Avila Beach,7/27/2023,Patriot,291,M,0,Yes,Yes,
202307-1012-02214-OLVE-24,202307,1012,2214,OLVE,24,Avila Beach,7/27/2023,Patriot,352,M,0,Yes,Yes,
202307-1012-02214-YTRK-25,202307,1012,2214,YTRK,25,Avila Beach,7/27/2023,Patriot,298,F,1,Yes,Yes,
202307-1012-02214-BLUR-26,202307,1012,2214,BLUR,26,Avila Beach,7/27/2023,Patriot,300,F,1,Yes,Yes,otoliths hard to find- one otolith only 
202307-1012-02214-BLUR-27,202307,1012,2214,BLUR,27,Avila Beach,7/27/2023,Patriot,320,F,1,Yes,Yes,
202307-1012-02214-GPHR-28,202307,1012,2214,GPHR,28,Avila Beach,7/27/2023,Patriot,261,F,1,Yes,Yes,otoliths cracked 
202307-1012-02214-BLUR-29,202307,1012,2214,BLUR,29,Avila Beach,7/27/2023,Patriot,378,F,1,Yes,Yes,
202307-1012-02214-YTRK-30,202307,1012,2214,YTRK,30,Avila Beach,7/27/2023,Patriot,296,M,0,Yes,Yes,
202307-1012-02214-YTRK-31,202307,1012,2214,YTRK,31,Avila Beach,8/2/2023,Patriot,290,F,0,Yes,Yes,
202307-1012-02214-YTRK-32,202307,1012,2214,YTRK,32,Avila Beach,8/2/2023,Patriot,280,F,0,Yes,Yes,one otolith cracked
202307-1012-02214-STAR-33,202307,1012,2214,STAR,33,Avila Beach,8/2/2023,Patriot,268,F,1,Yes,Yes,one otolith cracked
202307-1012-02214--34,202307,1012,2214,,34,Avila Beach,8/2/2023,Patriot,405,F,1,Yes,Yes,Ocean Whitefish - No PacFIN Code Available - Ask R Brooks
202307-1012-02214-BLUR-35,202307,1012,2214,BLUR,35,Avila Beach,8/2/2023,Patriot,285,F,1,Yes,Yes,
202307-1012-02214-TREE-36,202307,1012,2214,TREE,36,Avila Beach,8/2/2023,Patriot,301,F,1,Yes,Yes,
202307-1012-02214-GPHR-37,202307,1012,2214,GPHR,37,Avila Beach,8/2/2023,Patriot,260,F,1,Yes,Yes,
202307-1012-02214-YTRK-38,202307,1012,2214,YTRK,38,Avila Beach,8/2/2023,Patriot,297,F,0,Yes,Yes,
202307-1012-02214-ROSY-39,202307,1012,2214,ROSY,39,Avila Beach,8/2/2023,Patriot,206,M,0,Yes,Yes,
202307-1012-02214-GPHR-40,202307,1012,2214,GPHR,40,Avila Beach,8/2/2023,Patriot,255,F,1,Yes,Yes,
202307-1012-02214-GPHR-41,202307,1012,2214,GPHR,41,Avila Beach,8/2/2023,Patriot,206,M,0,Yes,Yes,
202307-1012-02214-GPHR-42,202307,1012,2214,GPHR,42,Avila Beach,8/2/2023,Patriot,254,M,1,Yes,Yes,
202307-1012-02214-BLUR-43,202307,1012,2214,BLUR,43,Avila Beach,8/2/2023,Patriot,248,M,1,Yes,Yes,
202307-1012-02214-VRML-44,202307,1012,2214,VRML,44,Avila Beach,8/2/2023,Patriot,418,M,1,Yes,Yes,
202307-1012-02214-VRML-45,202307,1012,2214,VRML,45,Avila Beach,8/2/2023,Patriot,348,F,1,Yes,Yes,
202307-1012-02214--46,202307,1012,2214,,46,Avila Beach,8/2/2023,Patriot,408,F,1,Yes,Yes,Ocean Whitefish - No PacFIN Code Available - Ask R Brooks
202307-1012-02214-TREE-47,202307,1012,2214,TREE,47,Avila Beach,8/2/2023,Patriot,316,F,1,Yes,Yes,
202307-1012-02214-ROSY-48,202307,1012,2214,ROSY,48,Avila Beach,8/2/2023,Patriot,215,M,0,Yes,Yes,
202307-1012-02214-TREE-49,202307,1012,2214,TREE,49,Avila Beach,8/2/2023,Patriot,315,M,1,Yes,Yes,
202308-1012-02214-GPHR-50,202308,1012,2214,GPHR,50,Avila Beach,8/2/2023,Patriot,253,M,1,Yes,Yes,
202308-1012-02214-YTRK-51,202308,1012,2214,YTRK,51,Avila Beach,8/2/2023,Patriot,240,U,0,Yes,Yes,
202308-1012-02214-GPHR-52,202308,1012,2214,GPHR,52,Avila Beach,8/2/2023,Patriot,243,F,1,Yes,Yes,
202308-1012-02214-BLUR-53,202308,1012,2214,BLUR,53,Avila Beach,8/2/2023,Patriot,252,F,1,Yes,Yes,
202308-1012-02214-GPHR-54,202308,1012,2214,GPHR,54,Avila Beach,8/2/2023,Patriot,265,M,1,Yes,Yes,
202308-1012-02214-BLUR-55,202308,1012,2214,BLUR,55,Avila Beach,8/2/2023,Patriot,228,F,0,Yes,Yes,
202308-1012-02214-GPHR-56,202308,1012,2214,GPHR,56,Avila Beach,8/2/2023,Patriot,282,F,1,Yes,Yes,
202308-1012-02214-STAR-57,202308,1012,2214,STAR,57,Avila Beach,8/2/2023,Patriot,280,F,1,Yes,Yes,
202308-1012-02214-GPHR-58,202308,1012,2214,GPHR,58,Avila Beach,8/2/2023,Patriot,249,F,1,Yes,Yes,
202308-1012-02214-OLVE-59,202308,1012,2214,OLVE,59,Avila Beach,8/2/2023,Patriot,256,U,0,Yes,Yes,
202308-1012-02214-GPHR-60,202308,1012,2214,GPHR,60,Avila Beach,8/2/2023,Patriot,256,M,1,Yes,Yes,
202308-1012-02214-GPHR-61,202308,1012,2214,GPHR,61,Avila Beach,8/2/2023,Patriot,262,M,0,Yes,Yes,
202308-1012-02214-BLUR-62,202308,1012,2214,BLUR,62,Avila Beach,8/2/2023,Patriot,215,U,0,Yes,Yes,
202305-1012-12758-COPP-1,202305,1012,12758,COPP,1,Santa Barbara,5/31/2023,Coral Sea,371,F,1,Yes,No,Otos Broken
202305-1012-12758-COPP-2,202305,1012,12758,COPP,2,Santa Barbara,5/31/2023,Coral Sea,360,F,1,Yes,No,
202305-1012-12758-COPP-3,202305,1012,12758,COPP,3,Santa Barbara,5/31/2023,Coral Sea,352,M,0,Yes,No,
202307-1012-12758-STAR-4,202307,1012,12758,STAR,4,Santa Barbara,7/21/2023,Coral Sea,331,F,1,Yes,No,
202305-1012-12758-COPP-5,202305,1012,12758,COPP,5,Santa Barbara,5/31/2023,Coral Sea,339,F,0,Yes,No,
202305-1012-12758-COPP-6,202305,1012,12758,COPP,6,Santa Barbara,5/31/2023,Coral Sea,397,M,1,Yes,No,
202305-1012-12758-COPP-7,202305,1012,12758,COPP,7,Santa Barbara,5/31/2023,Coral Sea,397,M,1,Yes,No,
202307-1012-12758-STAR-8,202307,1012,12758,STAR,8,Santa Barbara,7/21/2023,Coral Sea,362,M,1,Yes,No,
202305-1012-12758-COPP-9,202305,1012,12758,COPP,9,Santa Barbara,5/31/2023,Coral Sea,343,F,0,Yes,No,
202305-1012-12758-COPP-10,202305,1012,12758,COPP,10,Santa Barbara,5/31/2023,Coral Sea,425,F,1,Yes,No,
202307-1012-12758-STAR-11,202307,1012,12758,STAR,11,Santa Barbara,7/21/2023,Coral Sea,295,F,1,Yes,No,
202305-1012-12758-COPP-12,202305,1012,12758,COPP,12,Santa Barbara,5/31/2023,Coral Sea,393,F,1,Yes,No,
202305-1012-12758-COPP-13,202305,1012,12758,COPP,13,Santa Barbara,5/31/2023,Coral Sea,389,F,1,Yes,No,
202307-1012-12758-VRML-14,202307,1012,12758,VRML,14,Santa Barbara,7/21/2023,Coral Sea,432,M,1,Yes,No,
202305-1012-12758-COPP-15,202305,1012,12758,COPP,15,Santa Barbara,5/31/2023,Coral Sea,405,F,1,Yes,No,
202305-1012-12758-COPP-16,202305,1012,12758,COPP,16,Santa Barbara,5/31/2023,Coral Sea,379,M,1,Yes,No,
202305-1012-12758-COPP-17,202305,1012,12758,COPP,17,Santa Barbara,5/31/2023,Coral Sea,394,M,1,Yes,No,
202307-1012-12758-VRML-18,202307,1012,12758,VRML,18,Santa Barbara,7/21/2023,Coral Sea,390,M,1,Yes,No,
202305-1012-12758-COPP-19,202305,1012,12758,COPP,19,Santa Barbara,5/31/2023,Coral Sea,336,M,0,Yes,No,
202307-1012-12758-VRML-20,202307,1012,12758,VRML,20,Santa Barbara,7/21/2023,Coral Sea,450,M,1,Yes,No,
202305-1012-12758-COPP-21,202305,1012,12758,COPP,21,Santa Barbara,5/31/2023,Coral Sea,345,F,1,Yes,No,
202307-1012-12758-VRML-22,202307,1012,12758,VRML,22,Santa Barbara,7/21/2023,Coral Sea,437,M,1,Yes,No,
202307-1012-12758-VRML-23,202307,1012,12758,VRML,23,Santa Barbara,7/21/2023,Coral Sea,386,M,1,Yes,No,
202307-1012-12758-VRML-24,202307,1012,12758,VRML,24,Santa Barbara,7/21/2023,Coral Sea,368,F,1,Yes,No,
202307-1012-12758-VRML-25,202307,1012,12758,VRML,25,Santa Barbara,7/21/2023,Coral Sea,390,M,1,Yes,No,
202307-1012-12758-VRML-26,202307,1012,12758,VRML,26,Santa Barbara,7/21/2023,Coral Sea,348,M,1,Yes,No,
202307-1012-12758-VRML-27,202307,1012,12758,VRML,27,Santa Barbara,7/21/2023,Coral Sea,374,M,1,Yes,No,
202305-1012-12758-COPP-28,202305,1012,12758,COPP,28,Santa Barbara,5/31/2023,Coral Sea,389,M,1,Yes,No,
202307-1012-12758-VRML-29,202307,1012,12758,VRML,29,Santa Barbara,7/4/2023,Coral Sea,367,F,1,Yes,No,
202307-1012-12758-VRML-30,202307,1012,12758,VRML,30,Santa Barbara,7/21/2023,Coral Sea,401,F,1,Yes,No,
202307-1012-12758-VRML-31,202307,1012,12758,VRML,31,Santa Barbara,7/21/2023,Coral Sea,399,F,1,Yes,No,
202305-1012-12758-COPP-32,202305,1012,12758,COPP,32,Santa Barbara,5/31/2023,Coral Sea,354,F,1,Yes,No,
202305-1012-12758-COPP-33,202305,1012,12758,COPP,33,Santa Barbara,5/31/2023,Coral Sea,402,M,1,Yes,No,
202305-1012-12758-COPP-34,202305,1012,12758,COPP,34,Santa Barbara,5/31/2023,Coral Sea,431,M,1,Yes,No,Only 1 oto found
202307-1012-12758-STAR-35,202307,1012,12758,STAR,35,Santa Barbara,7/21/2023,Coral Sea,315,F,1,Yes,No,
202307-1012-12758-VRML-36,202307,1012,12758,VRML,36,Santa Barbara,7/21/2023,Coral Sea,299,F,0,Yes,No,
202307-1012-12758-STAR-37,202307,1012,12758,STAR,37,Santa Barbara,7/21/2023,Coral Sea,329,F,1,Yes,No,
202307-1012-12758-VRML-38,202307,1012,12758,VRML,38,Santa Barbara,7/21/2023,Coral Sea,318,F,0,Yes,No,
202307-1012-12758-STAR-39,202307,1012,12758,STAR,39,Santa Barbara,7/21/2023,Coral Sea,276,M,0,Yes,No,
202307-1012-12758-STAR-40,202307,1012,12758,STAR,40,Santa Barbara,7/21/2023,Coral Sea,301,F,1,Yes,No,
202307-1012-12758-STAR-41,202307,1012,12758,STAR,41,Santa Barbara,7/21/2023,Coral Sea,302,F,1,Yes,No,
202307-1012-12758-STAR-42,202307,1012,12758,STAR,42,Santa Barbara,7/21/2023,Coral Sea,305,M,0,Yes,No,
202307-1012-12758-STAR-43,202307,1012,12758,STAR,43,Santa Barbara,7/21/2023,Coral Sea,311,F,1,Yes,No,
202307-1012-12758-STAR-44,202307,1012,12758,STAR,44,Santa Barbara,7/21/2023,Coral Sea,326,F,1,Yes,No,
202307-1012-12758-STAR-45,202307,1012,12758,STAR,45,Santa Barbara,7/21/2023,Coral Sea,302,M,0,Yes,No,
202307-1012-12758-STAR-46,202307,1012,12758,STAR,46,Santa Barbara,7/21/2023,Coral Sea,355,M,1,Yes,No,
